setting,policy,requested_coverage,metric,bootstrap_valid,bootstrap_mean_delta,ci95_low,ci95_high
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,prevented_harm_fraction,2000,0.0,0.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,withheld_benefit_fraction,2000,0.0,0.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_deployed_dice,2000,0.0,0.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_source,2000,0.0,0.0,0.0
SUN_TENT1,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_adapt_all,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,harm_rate_among_adapted,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,benefit_rate_among_adapted,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,prevented_harm_fraction,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,withheld_benefit_fraction,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_deployed_dice,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_delta_vs_source,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,1.0,mean_delta_vs_adapt_all,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,harm_rate_among_adapted,2000,-0.0008673469387755105,-0.006588876291257238,0.003527336860670194
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,benefit_rate_among_adapted,2000,-0.0034092592592592594,-0.011438649533887624,0.003073822121441167
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,prevented_harm_fraction,2000,0.006498607077573185,-0.026246153163283402,0.048181820544464404
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,withheld_benefit_fraction,2000,0.026311070429604278,-0.025000608568646523,0.0863962621885157
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.9,mean_deployed_dice,2000,-0.0003417256478749685,-0.0010420396964172906,0.0003287301111300234
