setting,policy,requested_coverage,metric,selective_value,random_expected_value,delta
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,harm_rate_among_adapted,0.10301263362487852,0.12052154195011337,-0.017508908325234857
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,benefit_rate_among_adapted,0.08892128279883382,0.1155328798185941,-0.026611597019760277
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,prevented_harm_fraction,0.40169332079021636,0.30000000000000004,0.10169332079021631
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,withheld_benefit_fraction,0.46123650637880276,0.30000000000000004,0.1612365063788027
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,mean_deployed_dice,0.688647280146542,0.6890995036770295,-0.00045222353048757213
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,mean_delta_vs_source,0.0016388689829832659,0.0020910925134708046,-0.00045222353048753874
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.7,mean_delta_vs_adapt_all,-0.0013484060362607408,-0.0008961825057731687,-0.00045222353048757213
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,harm_rate_among_adapted,0.09089191232048376,0.12052154195011337,-0.029629629629629617
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,benefit_rate_among_adapted,0.07464096749811036,0.1155328798185941,-0.04089191232048374
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,prevented_harm_fraction,0.5475070555032926,0.4,0.14750705550329257
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,withheld_benefit_fraction,0.6123650637880275,0.4,0.21236506378802744
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,mean_deployed_dice,0.6883476109578917,0.6888007761751052,-0.00045316521721350256
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,mean_delta_vs_source,0.001339199794332946,0.001792365011546404,-0.0004531652172134581
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.6,mean_delta_vs_adapt_all,-0.0016480752249110608,-0.0011949100076975583,-0.00045316521721350256
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,harm_rate_among_adapted,0.0727891156462585,0.12052154195011337,-0.047732426303854866
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,benefit_rate_among_adapted,0.06349206349206349,0.1155328798185941,-0.05204081632653061
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,prevented_harm_fraction,0.6980244590780809,0.5,0.19802445907808086
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,withheld_benefit_fraction,0.7252208047105005,0.5,0.22522080471050054
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,mean_deployed_dice,0.6885131513326247,0.6885020486731808,1.1102659443928964e-05
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,mean_delta_vs_source,0.0015047401690659878,0.0014936375096220034,1.1102659443984475e-05
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.5,mean_delta_vs_adapt_all,-0.001482534850178019,-0.0014936375096219479,1.1102659443928964e-05
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,harm_rate_among_adapted,0.0558390022675737,0.12052154195011337,-0.06468253968253967
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,benefit_rate_among_adapted,0.05102040816326531,0.1155328798185941,-0.06451247165532879
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,prevented_harm_fraction,0.8146754468485419,0.6,0.2146754468485419
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,withheld_benefit_fraction,0.8233562315996075,0.6,0.2233562315996075
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,mean_deployed_dice,0.6887572823389053,0.6882033211712563,0.000553961167649053
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,mean_delta_vs_source,0.0017488711753466113,0.0011949100076976027,0.0005539611676490086
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.4,mean_delta_vs_adapt_all,-0.0012384038438973954,-0.0017923650115464485,0.000553961167649053
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,harm_rate_among_adapted,0.03552532123960695,0.12052154195011337,-0.08499622071050641
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,benefit_rate_among_adapted,0.0400604686318972,0.1155328798185941,-0.0754724111866969
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,prevented_harm_fraction,0.9115710253998118,0.7,0.21157102539981187
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,withheld_benefit_fraction,0.8959764474975466,0.7,0.1959764474975466
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,mean_deployed_dice,0.6891369242037855,0.6879045936693319,0.0012323305344535962
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,mean_delta_vs_source,0.002128513040226765,0.000896182505773202,0.0012323305344535628
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.3,mean_delta_vs_adapt_all,-0.0008587619790172418,-0.002091092513470838,0.0012323305344535962
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,harm_rate_among_adapted,0.01417233560090703,0.12052154195011337,-0.10634920634920635
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,benefit_rate_among_adapted,0.04195011337868481,0.1155328798185941,-0.0735827664399093
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,prevented_harm_fraction,0.9764816556914393,0.8,0.17648165569143925
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,withheld_benefit_fraction,0.9273797841020608,0.8,0.12737978410206074
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_deployed_dice,0.6894266487278211,0.6876058661674075,0.0018207825604136252
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_delta_vs_source,0.0024182375642624043,0.0005974550038488014,0.001820782560413603
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.2,mean_delta_vs_adapt_all,-0.0005690374549816024,-0.0023898200153952276,0.0018207825604136252
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,harm_rate_among_adapted,0.0,0.12052154195011337,-0.12052154195011337
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,benefit_rate_among_adapted,0.048752834467120185,0.1155328798185941,-0.06678004535147392
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,prevented_harm_fraction,1.0,0.9,0.09999999999999998
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,withheld_benefit_fraction,0.957801766437684,0.9,0.05780176643768398
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_deployed_dice,0.68884848438496,0.6873071386654831,0.0015413457194769498
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_delta_vs_source,0.0018400732214013393,0.0002987275019244007,0.0015413457194769387
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.1,mean_delta_vs_adapt_all,-0.0011472017978426674,-0.002688547517319617,0.0015413457194769498
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,harm_rate_among_adapted,,,
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,benefit_rate_among_adapted,,,
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,prevented_harm_fraction,1.0,1.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,withheld_benefit_fraction,1.0,1.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_deployed_dice,0.6870084111635587,0.6870084111635587,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_source,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED_MINUS_RANDOM_EXPECTATION,0.0,mean_delta_vs_adapt_all,-0.0029872750192440067,-0.0029872750192440067,0.0
