setting,policy,requested_coverage,metric,bootstrap_valid,bootstrap_mean,ci95_low,ci95_high
SUN_PL_CONF90,RISK_RANKED,0.5,harm_rate_among_adapted,2000,0.0747281179138322,0.04897959183673469,0.10113378684807256
SUN_PL_CONF90,RISK_RANKED,0.5,benefit_rate_among_adapted,2000,0.06318208616780045,0.04467120181405896,0.08412698412698413
SUN_PL_CONF90,RISK_RANKED,0.5,prevented_harm_fraction,2000,0.6915275106759964,0.6099207724801897,0.7743017529332291
SUN_PL_CONF90,RISK_RANKED,0.5,withheld_benefit_fraction,2000,0.7268662055104417,0.6573623441044039,0.7941780559344549
SUN_PL_CONF90,RISK_RANKED,0.5,mean_deployed_dice,2000,0.6871542753482922,0.6220539419822583,0.749193349005762
SUN_PL_CONF90,RISK_RANKED,0.5,median_deployed_dice,2000,0.8850317897701087,0.8416658760076708,0.9146514524389816
SUN_PL_CONF90,RISK_RANKED,0.5,mean_delta_vs_source,2000,0.0014659275706861703,-7.088739493647799e-05,0.003146327236252616
SUN_PL_CONF90,RISK_RANKED,0.5,mean_delta_vs_adapt_all,2000,-0.0015329699561070092,-0.0030722059420397268,7.60668154922982e-05
SUN_PL_CONF90,RISK_RANKED,0.4,harm_rate_among_adapted,2000,0.05703429705215419,0.033156179138322,0.08333333333333333
SUN_PL_CONF90,RISK_RANKED,0.4,benefit_rate_among_adapted,2000,0.051174886621315196,0.030612244897959183,0.07369614512471655
SUN_PL_CONF90,RISK_RANKED,0.4,prevented_harm_fraction,2000,0.8117880642174743,0.7416821860526297,0.8805156585709308
SUN_PL_CONF90,RISK_RANKED,0.4,withheld_benefit_fraction,2000,0.8233579912045407,0.7614310365890904,0.8858422842534656
SUN_PL_CONF90,RISK_RANKED,0.4,mean_deployed_dice,2000,0.6874350204583931,0.6222100564470998,0.7495299719725041
SUN_PL_CONF90,RISK_RANKED,0.4,median_deployed_dice,2000,0.8848894586176731,0.8413148200623406,0.9146849990235781
SUN_PL_CONF90,RISK_RANKED,0.4,mean_delta_vs_source,2000,0.0017466726807870794,0.00039189215384118623,0.0033132161247959356
SUN_PL_CONF90,RISK_RANKED,0.4,mean_delta_vs_adapt_all,2000,-0.0012522248460061,-0.0029747669727501203,0.00045022993952635685
SUN_PL_CONF90,RISK_RANKED,0.3,harm_rate_among_adapted,2000,0.03681897203325775,0.017006802721088437,0.06046863189720333
SUN_PL_CONF90,RISK_RANKED,0.3,benefit_rate_among_adapted,2000,0.040730347694633406,0.026832955404383976,0.05857898715041572
SUN_PL_CONF90,RISK_RANKED,0.3,prevented_harm_fraction,2000,0.9089408321650622,0.8560474992135892,0.9558338300018338
SUN_PL_CONF90,RISK_RANKED,0.3,withheld_benefit_fraction,2000,0.8944225166716321,0.8602200461099148,0.9254950898335773
SUN_PL_CONF90,RISK_RANKED,0.3,mean_deployed_dice,2000,0.6877865716938472,0.6224697987020213,0.7499475599928466
SUN_PL_CONF90,RISK_RANKED,0.3,median_deployed_dice,2000,0.8850616123750128,0.8412216828478964,0.91553999461352
SUN_PL_CONF90,RISK_RANKED,0.3,mean_delta_vs_source,2000,0.002098223916241024,0.0009073192703114158,0.0034870717189301762
SUN_PL_CONF90,RISK_RANKED,0.3,mean_delta_vs_adapt_all,2000,-0.0009006736105521551,-0.0026304852427629618,0.0009275903979347572
SUN_PL_CONF90,RISK_RANKED,0.2,harm_rate_among_adapted,2000,0.014924886621315192,0.003968253968253968,0.03459467120181398
SUN_PL_CONF90,RISK_RANKED,0.2,benefit_rate_among_adapted,2000,0.04273951247165533,0.02891156462585034,0.05839002267573696
SUN_PL_CONF90,RISK_RANKED,0.2,prevented_harm_fraction,2000,0.9753446118683249,0.9448546404586979,0.9938384339178178
SUN_PL_CONF90,RISK_RANKED,0.2,withheld_benefit_fraction,2000,0.926071564618765,0.9016672818580073,0.947071079322379
SUN_PL_CONF90,RISK_RANKED,0.2,mean_deployed_dice,2000,0.6881074653375056,0.6227491083993232,0.7503120244823377
SUN_PL_CONF90,RISK_RANKED,0.2,median_deployed_dice,2000,0.8856148829797114,0.8413006173252212,0.9158571917634816
SUN_PL_CONF90,RISK_RANKED,0.2,mean_delta_vs_source,2000,0.0024191175598995097,0.0012702460545344963,0.003801310551115966
SUN_PL_CONF90,RISK_RANKED,0.2,mean_delta_vs_adapt_all,2000,-0.0005797799668936698,-0.0023812672139043424,0.0012437654810500656
SUN_PL_CONF90,RISK_RANKED,0.1,harm_rate_among_adapted,2000,0.00015079365079365083,0.0,0.0022675736961451248
SUN_PL_CONF90,RISK_RANKED,0.1,benefit_rate_among_adapted,2000,0.047214285714285716,0.026077097505668934,0.07029478458049887
SUN_PL_CONF90,RISK_RANKED,0.1,prevented_harm_fraction,2000,0.9998740187685728,0.9981847861790263,1.0
SUN_PL_CONF90,RISK_RANKED,0.1,withheld_benefit_fraction,2000,0.9591005767315066,0.9406216220892716,0.9771802837404661
SUN_PL_CONF90,RISK_RANKED,0.1,mean_deployed_dice,2000,0.6874151873743545,0.6209875337267114,0.750250895528496
SUN_PL_CONF90,RISK_RANKED,0.1,median_deployed_dice,2000,0.885598055621969,0.8412086797809775,0.9161151466236211
SUN_PL_CONF90,RISK_RANKED,0.1,mean_delta_vs_source,2000,0.0017268395967484406,0.0007239123171991491,0.0029424680883422126
SUN_PL_CONF90,RISK_RANKED,0.1,mean_delta_vs_adapt_all,2000,-0.0012720579300447388,-0.003640144905094153,0.0009219668962969454
SUN_PL_CONF90,RISK_RANKED,0.0,harm_rate_among_adapted,0,,,
SUN_PL_CONF90,RISK_RANKED,0.0,benefit_rate_among_adapted,0,,,
SUN_PL_CONF90,RISK_RANKED,0.0,prevented_harm_fraction,2000,1.0,1.0,1.0
SUN_PL_CONF90,RISK_RANKED,0.0,withheld_benefit_fraction,2000,1.0,1.0,1.0
SUN_PL_CONF90,RISK_RANKED,0.0,mean_deployed_dice,2000,0.6856883477776059,0.6200121020528738,0.7481391850174383
SUN_PL_CONF90,RISK_RANKED,0.0,median_deployed_dice,2000,0.8854982909015107,0.8410004650084862,0.9160821762626331
SUN_PL_CONF90,RISK_RANKED,0.0,mean_delta_vs_source,2000,0.0,0.0,0.0
SUN_PL_CONF90,RISK_RANKED,0.0,mean_delta_vs_adapt_all,2000,-0.0029988975267931793,-0.005281245952539762,-0.0007346400940398105
